,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
357,Belyy Yar,53.6039,91.3903,-4.0,68,0,1.0,RU,1618685182
358,Waipawa,-41.4122,175.5153,13.33,87,7,4.12,NZ,1618685183
359,Bodaybo,57.8506,114.1933,-5.42,85,100,2.07,RU,1618685183
360,Cabo San Lucas,22.8909,-109.9124,30.0,36,1,5.66,MX,1618685108
361,Bull Savanna,17.8868,-77.5902,29.08,61,0,8.36,JM,1618685184
362,Rundu,-17.9333,19.7667,19.73,42,62,2.49,NA,1618685184
363,Mashhad,36.297,59.6062,15.0,58,20,3.09,IR,1618685080
364,Katangli,51.7102,143.2326,0.5,99,100,1.59,RU,1618685184
365,Lata,40.1629,-8.3327,13.52,72,18,1.31,PT,1618685185
366,Radzyń Podlaski,51.7833,22.6167,7.78,93,90,1.54,PL,1618685185
367,Muros,42.7762,-9.0603,16.11,56,48,1.79,ES,1618685185
368,Sarangani,5.4033,125.4636,28.33,77,64,10.5,PH,1618685186
369,Arrondissement de Lisieux,49.1667,0.1667,8.0,57,0,4.12,FR,1618685186
370,Bakel,14.905,-12.4568,38.06,11,6,3.6,SN,1618685186
371,Vershino-Darasunskiy,52.35,115.5167,2.6,47,98,1.22,RU,1618685186
372,Anking,30.5092,117.0506,13.38,60,100,2.91,CN,1618685187
373,Yerbogachën,61.2767,108.0108,-14.61,88,26,4.48,RU,1618685187
374,Bridgeton,39.4273,-75.2341,14.0,41,75,4.63,US,1618685187
375,Nevers,46.9896,3.159,11.0,50,0,4.12,FR,1618685188
376,Payson,40.0444,-111.7321,11.11,43,40,4.63,US,1618685188
377,Preobrazheniye,42.9019,133.9064,3.98,71,100,2.42,RU,1618685188
378,Egvekinot,66.3167,-179.1667,-2.65,98,100,8.83,RU,1618685189
379,Saint-Leu,-21.15,55.2833,24.0,94,75,3.09,RE,1618685189
380,Isangel,-19.55,169.2667,25.32,85,97,5.53,VU,1618685189
381,El Segundo,33.9192,-118.4165,19.44,59,20,3.03,US,1618685189
382,Valparaíso,-33.0393,-71.6273,15.0,100,90,1.03,CL,1618685190
383,Cam Ranh,11.9214,109.1591,26.0,78,40,3.6,VN,1618685190
384,Chu,43.5983,73.7614,13.68,56,100,2.82,KZ,1618685191
385,Codrington,-38.2667,141.9667,11.31,92,21,3.12,AU,1618685191
386,Kalakamati,-20.5929,27.3121,16.0,67,0,5.66,BW,1618685191
387,Rāpar,23.5667,70.6333,28.7,54,0,6.58,IN,1618685192
388,Boma,7.0805,-2.1697,24.83,85,100,1.76,GH,1618685192
389,Carnduff,49.1667,-101.8009,13.33,43,21,3.58,CA,1618685192
390,Jedovnice,49.3445,16.756,6.11,81,100,0.45,CZ,1618685192
391,Alyangula,-13.8483,136.4192,20.0,100,98,0.51,AU,1618685193
392,Emba,48.8264,58.1442,12.78,71,100,1.72,KZ,1618685193
393,Mount Gambier,-37.8333,140.7667,12.0,87,90,3.6,AU,1618685193
394,Srednekolymsk,67.45,153.6833,-9.94,80,100,4.77,RU,1618685194
395,Tonstad,58.6626,6.7169,7.22,71,40,3.27,NO,1618685194
396,Opelousas,30.5335,-92.0815,16.67,82,90,3.09,US,1618685194
397,Ruwi,23.5996,58.5507,28.0,34,0,1.03,OM,1618685195
398,Chumikan,54.7183,135.315,-6.85,98,34,0.55,RU,1618685195
399,Makueni Boma,-1.8041,37.6203,18.23,91,31,1.45,KE,1618685195
400,Te Anau,-45.4167,167.7167,10.03,93,100,3.09,NZ,1618685196
401,Jijiga,9.35,42.8,18.15,78,83,4.54,ET,1618685196
402,Taltal,-25.4,-70.4833,19.75,69,25,3.03,CL,1618685196
403,Teya,60.3778,92.6267,-7.93,89,100,3.64,RU,1618685197
404,Almaznyy,48.0448,40.045,8.0,71,0,3.0,RU,1618685197
405,Gaoual,11.75,-13.2,37.07,17,15,1.92,GN,1618685197
406,Tocopilla,-22.092,-70.1979,21.51,65,11,2.72,CL,1618684913
407,Sol'vychegodsk,61.3305,46.9156,3.74,81,6,2.57,RU,1618685198
408,Yangambi,0.8102,24.4336,23.4,76,82,0.94,CD,1618685198
409,Conceição do Araguaia,-8.2578,-49.2647,24.0,94,40,1.03,BR,1618685198
410,Hamilton,39.1834,-84.5333,12.78,66,90,2.06,US,1618685068
411,Salalah,17.0151,54.0924,28.0,78,0,0.51,OM,1618685199
412,Krasnosel'kup,65.7,82.4667,-20.38,93,60,6.18,RU,1618685199
413,Katobu,-4.9408,122.5276,23.34,90,19,0.96,ID,1618685199
414,Olafsvik,64.8945,-23.7142,2.55,93,100,4.19,IS,1618685200
415,Bayan,46.0833,127.4,2.73,87,10,1.85,CN,1618685200
416,Manggar,-2.8833,108.2667,25.9,80,100,2.59,ID,1618685200
417,Morant Bay,17.8815,-76.4093,32.22,70,20,11.32,JM,1618685201
418,Waingapu,-9.6567,120.2641,24.68,85,100,2.46,ID,1618685201
419,Doha,25.2867,51.5333,27.22,21,0,1.03,QA,1618685201
420,Xam Nua,20.4197,104.0439,18.76,98,100,0.56,LA,1618685202
421,Sittwe,20.15,92.9,26.62,71,6,1.57,MM,1618685202
422,Bonavista,48.6499,-53.1147,4.0,70,100,3.09,CA,1618685202
423,Talnakh,69.4865,88.3972,-30.0,96,77,1.32,RU,1618685203
424,Tsalenjikha,42.6044,42.0682,12.0,87,90,1.03,GE,1618685203
425,Abhar,36.1468,49.218,15.09,45,100,1.3,IR,1618685203
426,Quelimane,-17.8786,36.8883,25.0,65,75,5.14,MZ,1618685204
427,Envira,-7.3,-70.2167,28.23,70,100,0.91,BR,1618685204
428,Wagar,16.1525,36.2032,33.31,30,4,6.27,SD,1618685205
429,Esim,4.8699,-2.2405,27.6,78,15,3.69,GH,1618685205
430,Lake Havasu City,34.4839,-114.3224,24.0,16,1,8.75,US,1618685205
431,Sakakah,29.9697,40.2064,28.0,21,0,3.09,SA,1618685206
432,Jiuquan,39.7432,98.5174,10.42,17,89,1.99,CN,1618685206
433,Makkah al Mukarramah,21.4267,39.8261,29.27,42,66,4.22,SA,1618685206
434,Tual,-5.6667,132.75,28.81,71,100,6.1,ID,1618685206
435,Sur,22.5667,59.5289,28.59,58,83,2.98,OM,1618685207
436,Bilibino,68.0546,166.4372,-17.04,98,69,1.45,RU,1618685207
437,Mari-Turek,56.7895,49.6235,3.63,81,1,2.58,RU,1618685207
438,Kartuzy,54.3342,18.1974,6.0,81,0,1.54,PL,1618685208
439,Comodoro Rivadavia,-45.8667,-67.5,20.0,40,0,4.63,AR,1618685208
440,Darnah,32.767,22.6367,20.64,63,100,6.04,LY,1618685208
441,Anushavan,40.6501,43.9776,9.0,66,40,1.54,AM,1618685209
442,Great Falls,47.5002,-111.3008,16.11,24,1,3.09,US,1618685209
443,Dāmghān,36.1683,54.348,17.73,39,46,1.45,IR,1618685209
444,Ilulissat,69.2167,-51.1,-13.0,56,75,4.12,GL,1618685210
445,Howard Springs,-12.497,131.047,25.0,47,100,3.6,AU,1618685210
446,Balyqshy,47.0667,51.8667,17.0,63,0,5.0,KZ,1618685210
447,Abrau-Dyurso,44.69,37.59,9.0,76,100,1.0,RU,1618685211
448,Jiexiu,37.0244,111.9125,9.88,22,27,0.94,CN,1618685211
449,Alice Springs,-23.7,133.8833,9.0,71,0,2.57,AU,1618685149
450,Merrill,45.1805,-89.6835,12.78,26,1,3.09,US,1618685067
451,Riohacha,11.5444,-72.9072,29.8,66,100,5.74,CO,1618685211
452,Itapirapuã,-15.8233,-50.6133,30.67,49,4,1.13,BR,1618685212
453,Fayaoué,-20.65,166.5333,25.46,75,32,8.62,NC,1618685212
454,Nabire,-3.3667,135.4833,23.76,92,100,1.31,ID,1618685176
455,Monastyrshchina,54.3496,31.838,10.49,88,100,7.44,RU,1618685212
456,Hirara,24.8,125.2833,20.91,62,1,12.65,JP,1618685213
457,Gimli,50.6336,-96.9907,2.0,69,43,3.6,CA,1618685213
458,Zabul Province,32.25,67.25,15.27,23,0,5.28,AF,1618685214
459,Nikol'sk,53.7189,46.0712,8.98,63,4,6.1,RU,1618685214
460,Tāndā,26.55,82.65,28.75,27,4,2.98,IN,1618685214
461,Purpe,64.4803,76.6897,-19.67,97,27,5.11,RU,1618685214
462,Dalbandin,28.8947,64.4101,24.99,15,22,1.92,PK,1618685073
463,Olanchito,15.5,-86.5667,32.0,58,40,4.12,HN,1618685215
464,Umluj,25.0213,37.2685,27.53,55,0,3.79,SA,1618685215
465,Abu Dhabi,24.4667,54.3667,27.0,47,0,2.06,AE,1618685216
466,Khor,47.8861,134.9464,0.84,92,8,1.24,RU,1618685216
467,Verkhnyaya Inta,65.9811,60.3094,-10.65,86,21,4.49,RU,1618685216
468,Cadoneghe,45.4423,11.9277,13.0,47,0,2.57,IT,1618685217
469,Plettenberg Bay,-34.0527,23.3716,19.37,40,77,1.52,ZA,1618685138
470,Coahuayana Viejo,18.7333,-103.6833,27.0,36,1,5.14,MX,1618685119
471,Kuril'sk,45.2333,147.8833,3.25,87,100,8.38,RU,1618685217
472,Shingū,33.7333,135.9833,10.52,69,100,5.06,JP,1618685218
473,Kholodnyy,62.7167,147.95,-8.78,85,100,6.34,RU,1618685218
474,Virginia Beach,36.8529,-75.978,19.44,48,75,3.09,US,1618684974
475,Saint-Joseph,-21.3667,55.6167,23.0,94,75,3.09,RE,1618685218
476,Dunedin,-45.8742,170.5036,11.67,60,100,0.45,NZ,1618685219
477,Van Buren,35.4368,-94.3483,12.78,71,90,4.12,US,1618685218
478,Haines Junction,60.7522,-137.5108,9.0,34,12,2.57,CA,1618685219
479,Muhos,64.808,25.9931,6.0,52,0,0.51,FI,1618685219
480,Perelyub,51.8667,50.3667,13.81,66,92,3.24,RU,1618685220
481,Sibolga,1.7427,98.7792,24.16,86,89,1.2,ID,1618685220
482,Kaili,-3.4626,120.2147,19.35,89,97,1.02,ID,1618685220
483,Flinders,-34.5833,150.8552,12.22,86,9,0.45,AU,1618685221
484,Vila Franca do Campo,37.7167,-25.4333,18.0,94,75,4.63,PT,1618685221
485,St-Jean-Port-Joli,47.2171,-70.2658,7.0,65,100,7.2,CA,1618685221
486,San Fernando del Valle de Catamarca,-28.4696,-65.7852,28.33,67,39,3.13,AR,1618684964
487,San Jerónimo,-11.9472,-75.2829,18.06,43,25,2.04,PE,1618685222
488,Lovozero,68.005,35.0117,0.07,98,100,2.35,RU,1618685222
489,Matara,5.9485,80.5353,26.79,80,83,2.75,LK,1618685223
490,Shizunai-furukawachō,42.3339,142.3669,7.86,95,100,10.94,JP,1618685223
491,Beringovskiy,63.05,179.3167,0.51,97,100,6.89,RU,1618685223
492,Ende,-8.8432,121.6623,24.83,85,92,1.18,ID,1618685223
493,Coquimbo,-29.9533,-71.3436,17.0,72,40,5.66,CL,1618684986
494,Morgan City,29.6994,-91.2068,17.22,100,90,5.66,US,1618685224
495,Tres Arroyos,-38.3739,-60.2798,25.19,56,39,3.35,AR,1618685224
496,San Cristobal,7.7669,-72.225,34.0,40,40,8.23,VE,1618685224
497,Camaná,-16.6228,-72.7111,22.18,71,15,4.31,PE,1618685225
498,Turukhansk,65.8167,87.9833,-15.26,91,100,4.79,RU,1618685225
499,Los Llanos de Aridane,28.6585,-17.9182,21.0,68,75,7.2,ES,1618685225
500,Toamasina,-18.1667,49.3833,25.0,94,75,7.2,MG,1618685226
501,Lakhnādon,22.6,79.6,28.78,22,4,1.71,IN,1618685226
502,Buenos Aires,-34.6132,-58.3772,25.0,73,0,2.57,AR,1618684934
503,São João da Barra,-21.6403,-41.0511,28.0,57,75,7.2,BR,1618685226
504,Margate,51.3813,1.3862,7.22,65,100,1.79,GB,1618685227
505,Arrondissement de Beaune,47.0833,4.75,12.0,46,0,4.63,FR,1618685227
506,Capelinha,-17.6914,-42.5158,23.14,61,83,2.04,BR,1618685227
507,Tomatlán,19.9333,-105.25,32.57,27,27,5.47,MX,1618685228
508,Harindānga,22.0383,88.3214,26.0,65,40,2.57,IN,1618685228
509,San Borja,-14.8167,-66.85,28.83,76,6,1.87,BO,1618685228
510,Odesskoye,54.2111,72.9651,4.3,59,67,2.92,RU,1618685229
511,Sasina,44.7987,16.739,8.0,66,40,2.06,BA,1618685229
512,Seabra,-12.4186,-41.7703,30.0,45,0,2.57,BR,1618685229
513,Asău,46.4333,26.4,8.89,42,100,0.94,RO,1618685230
514,Yarke Pole,45.608,34.3172,7.14,67,7,4.27,UA,1618685230
515,Rodolfo Sánchez Taboada,31.7167,-116.5667,18.89,70,0,1.79,MX,1618685085
516,La Asuncion,11.0333,-63.8628,27.99,68,32,9.37,VE,1618685221
517,Padang,-0.9492,100.3543,24.38,85,100,1.64,ID,1618685230
518,Port-Gentil,-0.7193,8.7815,29.0,84,20,4.12,GA,1618685231
519,College,64.8569,-147.8028,5.0,69,1,1.12,US,1618685231
520,Les Escoumins,48.1111,-69.0236,4.0,81,89,10.29,CA,1618685231
521,Kjøpsvik,68.097,16.3742,6.11,61,1,2.86,NO,1618685232
522,Kavaratti,10.5669,72.642,29.09,69,7,3.06,IN,1618685232
523,Hambantota,6.1241,81.1185,26.0,100,40,2.06,LK,1618685232
524,Sawtell,-30.3833,153.1,15.0,77,75,5.66,AU,1618685233
525,Xai-Xai,-25.0519,33.6442,20.9,55,100,2.74,MZ,1618685105
526,Lugo,43.0,-7.5,11.11,60,0,2.68,ES,1618685233
527,Linxia Chengguanzhen,35.6003,103.2064,7.93,40,100,1.03,CN,1618685233
528,Ayagoz,47.9714,80.4392,8.05,75,62,2.87,KZ,1618685234
529,Teacapan,22.55,-105.75,27.6,45,77,4.65,MX,1618685234
530,Nome,64.5011,-165.4064,-0.56,93,90,4.12,US,1618685234
531,Aljezur,37.3191,-8.8033,15.65,70,100,3.01,PT,1618685235
532,Qaqortoq,60.7167,-46.0333,-2.0,29,20,2.57,GL,1618685235
533,Kanadey,53.1679,47.5264,11.68,63,2,5.84,RU,1618685235
534,Sebrovo,50.0981,43.2976,8.58,77,16,2.21,RU,1618685236
535,Jasidih,24.5167,86.65,29.09,42,28,4.84,IN,1618685236
536,Lerwick,60.1545,-1.1494,7.0,81,20,6.69,GB,1618685236
537,Wāliṅ,27.9833,83.7667,19.5,41,59,2.12,NP,1618685237
538,Etchoropo,26.7667,-109.6667,31.11,26,0,4.68,MX,1618685237
539,Henties Bay,-22.116,14.2845,25.66,40,98,6.87,NA,1618685237
540,Taoudenni,22.6783,-3.9836,31.64,12,0,3.54,ML,1618685238
541,Wanaka,-44.7,169.15,9.44,80,82,1.34,NZ,1618685238
542,Koslan,63.4564,48.8989,0.5,72,99,4.89,RU,1618685238
543,Tyret’ Pervaya,53.6703,102.3106,-3.17,73,100,5.27,RU,1618685239
544,Gisborne,-38.6533,178.0042,6.67,93,1,0.89,NZ,1618685239
545,Old Saybrook,41.2918,-72.3762,11.67,46,90,4.63,US,1618685239
546,Nishihara,26.1842,127.7558,19.0,68,40,4.63,JP,1618685240
547,Lorengau,-2.0226,147.2712,26.7,79,63,5.47,PG,1618685240
