,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
358,Byron Bay,-28.65,153.6167,66.2,68,87,12.66,AU,1618702250
359,Codrington,-38.2667,141.9667,60.78,75,51,10.11,AU,1618702426
360,Cologne,50.9333,6.95,48.99,70,0,4.61,DE,1618702426
361,Buala,-8.145,159.5921,85.84,67,79,6.46,SB,1618702426
362,Kasongo-Lunda,-6.4667,16.8167,70.66,93,66,2.01,CD,1618702427
363,Tawang Town,27.5833,91.8667,44.55,85,88,0.78,IN,1618702427
364,Mahébourg,-20.4081,57.7,77.0,94,75,8.05,MU,1618702428
365,Namie,37.4833,141.0,59.0,61,29,9.69,JP,1618702428
366,Wapi Pathum,15.8452,103.3768,81.0,99,49,6.87,TH,1618702428
367,Cacoal,-11.4386,-61.4472,73.29,95,87,4.65,BR,1618702429
368,Mahon,39.8885,4.2658,44.6,93,75,12.66,ES,1618702429
369,Safi,32.2994,-9.2372,61.75,88,26,12.62,MA,1618702429
370,Kirakira,-10.4544,161.9205,84.81,72,93,10.02,SB,1618702429
371,Berekum,7.4534,-2.584,74.57,85,96,3.24,GH,1618702430
372,Songea,-10.6833,35.65,66.2,94,75,2.3,TZ,1618702171
373,Havøysund,70.9963,24.6622,32.0,86,0,11.77,NO,1618702430
374,Vanavara,60.34,102.2797,13.93,84,40,6.91,RU,1618702431
375,Sosnovo-Ozerskoye,52.5249,111.5418,35.83,51,97,19.19,RU,1618702431
376,Quatre Cocos,-20.2078,57.7625,77.0,94,75,8.05,MU,1618702431
377,Balyqshy,47.0667,51.8667,59.0,58,0,11.18,KZ,1618702432
378,Keflavik,64.0049,-22.5624,39.2,75,75,19.57,IS,1618702432
379,São Francisco,-15.9486,-44.8644,72.07,48,46,4.59,BR,1618702432
380,Mangochi,-14.4782,35.2645,65.86,93,100,9.37,MW,1618702433
381,Køge,55.458,12.1821,42.01,87,75,7.65,DK,1618702220
382,Mayo,38.8876,-76.5119,55.99,62,1,4.36,US,1618702433
383,Cumberland,35.0502,-78.8664,69.8,32,75,4.61,US,1618702434
384,Benjamin Constant,-4.3831,-70.0311,84.2,89,75,1.95,BR,1618702434
385,Xining,36.6167,101.7667,42.03,41,0,2.89,CN,1618702434
386,Altus,34.6381,-99.334,55.99,47,90,16.11,US,1618702435
387,Tutóia,-2.7619,-42.2744,78.03,88,36,11.77,BR,1618702435
388,Churapcha,62.0025,132.4325,23.94,71,99,12.48,RU,1618702435
389,Jalu,29.0331,21.5482,84.74,12,78,9.53,LY,1618702186
390,Bereket,39.2446,55.5154,68.85,29,3,7.81,TM,1618702436
391,Wenzhou,27.9994,120.6668,58.1,53,100,2.66,CN,1618702436
392,Asilah,35.465,-6.0348,62.6,72,75,2.3,MA,1618702436
393,Luangwa,-15.6167,30.4167,68.16,70,82,6.64,ZM,1618702436
394,La Ronge,55.1001,-105.2842,46.4,42,100,13.8,CA,1618702437
395,Port Hardy,50.6996,-127.4199,66.2,45,1,4.61,CA,1618702209
396,Coahuayana Viejo,18.7333,-103.6833,82.4,28,1,13.8,MX,1618702437
397,Pahrump,36.2083,-115.9839,73.0,12,0,5.99,US,1618702437
398,Itajubá,-22.4256,-45.4528,73.4,68,75,2.3,BR,1618702438
399,Lexington,37.9887,-84.4777,52.0,66,90,6.91,US,1618702438
400,La Maddalena,41.2142,9.4083,44.6,93,0,8.05,IT,1618702438
401,Klaksvík,62.2266,-6.589,46.4,81,100,24.16,FO,1618702439
402,Calatayud,41.3535,-1.6432,48.2,46,2,16.11,ES,1618702439
403,Prado,-17.3411,-39.2208,75.29,73,40,7.29,BR,1618702439
404,Carutapera,-1.195,-46.02,78.08,84,79,7.85,BR,1618702440
405,Hay River,60.8156,-115.7999,41.0,52,100,3.44,CA,1618702440
406,Koulamoutou,-1.1303,12.4736,69.06,93,100,1.43,GA,1618702440
407,Ahipara,-35.1667,173.1667,62.42,57,86,7.07,NZ,1618702441
408,Heishan,41.6892,122.1128,50.85,39,0,6.51,CN,1618702441
409,Ketchikan,55.3422,-131.6461,59.0,51,1,6.91,US,1618702388
410,Mil'kovo,54.7167,158.6167,37.18,71,53,3.51,RU,1618702441
411,Beira,-19.8436,34.8389,73.0,83,75,9.6,MZ,1618702442
412,Labuhan,-6.8844,112.2051,78.51,83,72,4.23,ID,1618702216
413,Pangnirtung,66.1451,-65.7125,0.1,93,73,6.78,CA,1618702442
414,Lakes Entrance,-37.8811,147.981,61.0,64,7,1.01,AU,1618702443
415,Myaundzha,63.0494,147.1858,19.71,82,100,15.7,RU,1618702443
416,Lafiagi,8.8667,5.4167,83.3,65,100,6.62,NG,1618702443
417,Srandakan,-7.9386,110.2506,77.25,85,81,3.51,ID,1618702444
418,Mayumba,-3.432,10.6554,77.56,78,89,1.92,GA,1618702444
419,Mujiayingzi,42.1167,118.7833,48.92,20,0,8.01,CN,1618702348
420,Port-Gentil,-0.7193,8.7815,77.0,83,90,4.61,GA,1618702444
421,Zhigansk,66.7697,123.3711,15.57,89,99,11.23,RU,1618702445
422,Teknāf,20.8624,92.3058,74.52,80,1,3.47,BD,1618702445
423,Novoagansk,61.9449,76.6625,1.72,89,25,8.88,RU,1618702445
424,Luanda,-8.8368,13.2343,82.4,69,20,2.3,AO,1618702446
425,Darhan,49.4867,105.9228,35.65,49,37,20.31,MN,1618702446
426,Unguía,8.0434,-77.0945,77.5,92,72,2.86,CO,1618702446
427,Kedrovyy,56.1667,91.8167,14.0,85,0,5.08,RU,1618702447
428,Fethiye,36.6217,29.1164,66.2,59,75,6.91,TR,1618702447
429,Abengourou,6.7297,-3.4964,73.36,88,90,2.01,CI,1618702447
430,Georgiyevka,43.0369,74.7114,46.4,87,49,6.71,KZ,1618702447
431,Kudahuvadhoo,2.6708,72.8944,82.38,68,25,9.04,MV,1618702448
432,Vanimo,-2.6741,141.3028,78.8,82,97,4.92,PG,1618702448
433,Kassala,15.451,36.4,87.39,31,27,14.88,SD,1618702153
434,Norden,53.6,7.2,43.0,97,82,6.98,DE,1618702449
435,Katangli,51.7102,143.2326,35.83,95,97,5.5,RU,1618702449
436,Eyl,7.9803,49.8164,81.55,67,37,10.89,SO,1618702449
437,Honiara,-9.4333,159.95,84.78,74,82,5.17,SB,1618702271
438,Nome,64.5011,-165.4064,36.0,80,1,11.5,US,1618702450
439,Pathein,16.7833,94.7333,77.74,77,24,3.22,MM,1618702450
440,Lamu,-2.2717,40.902,80.6,89,1,6.91,KE,1618702450
441,Santa Cruz de la Sierra,-17.8,-63.1667,71.76,90,62,2.84,BO,1618702450
442,Padang,-0.9492,100.3543,71.6,100,20,2.3,ID,1618702451
443,Bar Harbor,44.3876,-68.2039,41.0,81,90,8.05,US,1618702451
444,Berbera,10.4396,45.0143,80.46,82,96,5.77,SO,1618702451
445,Voh,-20.9667,164.7,82.42,62,52,4.79,NC,1618702452
446,Taltal,-25.4,-70.4833,65.12,77,23,4.47,CL,1618702452
447,Mersing,2.4312,103.8405,71.6,100,99,6.91,MY,1618702452
448,Flinders,-34.5833,150.8552,66.0,72,10,3.0,AU,1618702453
449,Cananéia,-25.0147,-47.9267,70.79,92,100,6.24,BR,1618702453
450,Carquefou,47.2982,-1.4902,44.6,70,0,6.91,FR,1618702453
451,Blagoyevo,63.3667,47.9167,27.14,77,44,7.36,RU,1618702454
452,Becerril,9.7041,-73.2793,77.72,85,71,3.51,CO,1618702454
453,Itapé,-25.85,-56.6167,73.47,68,17,4.99,PY,1618702454
454,Lokosovo,61.1333,74.8167,8.53,84,87,9.26,RU,1618702455
455,Tay Ninh,11.3,106.1,80.78,75,42,7.94,VN,1618702455
456,Birao,10.2849,22.7882,77.4,10,69,5.44,CF,1618702455
457,Sobolevo,54.4299,31.8996,46.85,83,100,14.76,RU,1618702456
458,Xuchang,34.0167,113.8167,51.8,62,0,2.24,CN,1618702456
459,Vysokogornyy,50.1167,139.15,38.79,88,43,2.15,RU,1618702456
460,Coyhaique,-45.5752,-72.0662,50.0,87,75,4.61,CL,1618702457
461,Havre-St-Pierre,50.2334,-63.5986,33.8,69,1,8.05,CA,1618702457
462,Domoni,-12.2569,44.5319,80.38,77,100,11.68,KM,1618702457
463,Novaya Lyada,52.7131,41.6387,42.04,92,62,3.74,RU,1618702458
464,Palestine,31.9216,35.2033,68.0,72,0,3.44,PS,1618702458
465,Novobirilyussy,56.9514,90.6661,23.38,74,84,8.77,RU,1618702458
466,Salamanca,40.8333,-6.0,44.01,70,0,12.66,ES,1618702459
467,Coracora,-15.0333,-73.7833,50.31,89,7,1.81,PE,1618702459
468,Compiègne,49.4179,2.8261,41.0,75,0,10.36,FR,1618702459
469,Taytay,14.5678,121.1394,84.0,83,40,3.44,PH,1618702460
470,Marquette,46.5333,-87.6335,39.0,55,96,3.56,US,1618702460
471,Villa María,-32.4075,-63.2402,72.0,78,81,1.99,AR,1618702241
472,Beloha,-25.1667,45.05,63.63,58,79,7.83,MG,1618702460
473,Sarāhan,31.5167,77.8,41.22,78,78,7.56,IN,1618702461
474,Simao,22.7886,100.9748,57.87,89,81,0.83,CN,1618702461
475,Severo-Kuril'sk,50.6789,156.125,38.12,62,100,7.4,RU,1618702461
476,Bilma,18.6853,12.9164,85.44,8,92,7.7,NE,1618702462
477,Metro,-5.1131,105.3067,73.76,91,94,2.84,ID,1618702462
478,Lagoa,39.05,-27.9833,60.91,91,36,18.43,PT,1618702462
479,Tadine,-21.55,167.8833,79.05,68,10,12.3,NC,1618702463
480,Khāsh,28.2211,61.2158,65.84,21,66,6.2,IR,1618702463
481,San Miguel de Tucumán,-26.8241,-65.2226,73.4,88,75,4.61,AR,1618702463
482,Pochutla,15.7432,-96.4661,86.0,58,1,11.5,MX,1618702464
483,Barcelos,41.5388,-8.6151,55.99,82,0,4.61,PT,1618702464
484,Carballo,43.213,-8.691,48.2,61,0,3.44,ES,1618702464
485,Neiafu,-18.65,-173.9833,82.4,65,20,8.05,TO,1618702464
486,Coxim,-18.5067,-54.76,74.07,69,58,5.59,BR,1618702465
487,Goderich,43.7501,-81.7165,44.6,76,89,3.44,CA,1618702465
488,Kolosovka,56.4678,73.611,34.45,84,100,6.26,RU,1618702465
489,Batagay,67.6333,134.6333,18.32,71,70,4.99,RU,1618702466
490,Diamantino,-14.4086,-56.4461,72.46,92,43,4.85,BR,1618702466
491,Trincomalee,8.5711,81.2335,79.57,81,91,6.35,LK,1618702466
492,Duque de Caxias,-22.7856,-43.3117,78.8,78,0,6.91,BR,1618702467
493,Broome,42.2506,-75.833,46.0,75,90,8.05,US,1618702467
494,Bucerías,20.75,-105.3333,80.6,61,1,11.5,MX,1618702431
495,Esim,4.8699,-2.2405,80.6,81,61,7.63,GH,1618702394
496,Cuamba,-14.8031,36.5372,64.94,87,97,8.43,MZ,1618702467
497,Tuatapere,-46.1333,167.6833,55.99,81,94,11.01,NZ,1618702468
498,Oriximiná,-1.7656,-55.8661,76.64,87,80,1.95,BR,1618702468
499,Sittwe,20.15,92.9,77.5,70,2,4.23,MM,1618702468
500,Mitchelstown,52.2658,-8.2681,46.99,93,75,9.22,IE,1618702469
501,Westport,41.1415,-73.3579,51.01,57,95,3.76,US,1618702469
502,Luau,-10.7073,22.2247,61.77,96,74,3.24,AO,1618702469
503,Lárdos,36.0942,28.0157,68.0,56,40,9.22,GR,1618702470
504,Yuancheng,36.652,107.7896,48.9,27,30,4.63,CN,1618702470
505,Garoua,9.3,13.4,85.89,45,79,8.41,CM,1618702470
506,Kumul,42.8,93.45,60.3,17,88,10.74,CN,1618702470
507,Tezu,27.9167,96.1667,70.02,65,82,2.06,IN,1618702279
508,Sulangan,11.1373,123.7228,82.18,74,100,25.72,PH,1618702471
509,Suba,10.8438,121.0102,82.22,72,100,11.01,PH,1618702471
510,Biak,-0.9131,122.8766,80.19,69,79,3.44,ID,1618702472
511,Dauphin,51.1494,-100.0502,55.4,35,1,3.44,CA,1618702472
512,Bad Ems,50.3333,7.7167,45.0,73,96,2.37,DE,1618702472
513,Kloulklubed,7.0419,134.2556,82.4,78,75,11.5,PW,1618702473
514,Isla Vista,34.4133,-119.861,73.99,52,1,5.75,US,1618702473
515,Ures,29.4333,-110.4,87.01,14,0,7.0,MX,1618702473
516,Margate,51.3813,1.3862,42.01,72,97,1.99,GB,1618702473
517,Eureka,40.8021,-124.1637,55.0,93,90,6.91,US,1618702474
518,Sovetskiy,61.3614,63.5842,19.98,81,98,13.73,RU,1618702474
519,Burnie,-41.0667,145.9167,59.0,74,58,7.0,AU,1618702340
520,Zyryanka,65.75,150.85,33.39,77,100,15.05,RU,1618702474
521,Fort Nelson,58.8053,-122.7002,41.0,87,90,6.91,CA,1618702209
522,Guarujá,-23.9931,-46.2564,73.0,26,100,3.69,BR,1618702475
523,Qasigiannguit,68.8193,-51.1922,8.6,61,90,12.66,GL,1618702475
524,Emsdetten,52.1833,7.5333,43.0,81,0,3.44,DE,1618702475
525,Ucluelet,48.9329,-125.5528,62.6,51,1,3.87,CA,1618702476
526,Berezovyy,51.6667,135.7,44.58,74,45,1.21,RU,1618702476
527,Mayskiy,47.6931,40.1025,42.8,81,0,2.24,RU,1618702476
528,Ararat,39.8317,44.7049,55.4,54,64,2.24,AM,1618702477
529,Ilave,-16.0833,-69.6667,40.69,48,2,2.68,PE,1618702477
530,Cururupu,-1.8283,-44.8683,75.85,93,60,3.74,BR,1618702184
531,Shaunavon,49.6501,-108.4181,62.6,15,99,17.27,CA,1618702477
532,Sos'va,59.1766,61.8558,33.73,80,95,10.87,RU,1618702478
533,High Level,58.5169,-117.136,44.6,49,75,10.36,CA,1618702478
534,Ihosy,-22.4,46.1167,54.09,73,0,11.03,MG,1618702478
535,Alenquer,-1.9417,-54.7383,78.8,89,75,6.91,BR,1618702479
536,Macusani,-14.0833,-70.4333,35.46,82,23,4.36,PE,1618702479
537,Vágur,61.4732,-6.8119,46.13,76,100,33.98,FO,1618702479
538,Peniche,39.3558,-9.3811,57.0,90,100,5.73,PT,1618702191
539,Saint Lawrence,36.0553,14.204,57.99,82,0,3.44,MT,1618702480
540,Christchurch,-43.5333,172.6333,63.0,54,5,3.44,NZ,1618702289
541,Constitución,-35.3333,-72.4167,55.85,88,83,3.65,CL,1618702480
542,Sechura,-5.5569,-80.8222,73.27,70,94,16.58,PE,1618702480
543,Clarence Town,-32.5833,151.7833,60.01,100,90,11.5,AU,1618702481
