,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,Donskoye,45.4552,41.9741,46.4,93,40,8.95,RU,1618710813
362,College,64.8569,-147.8028,53.6,30,1,8.05,US,1618710813
363,Taoudenni,22.6783,-3.9836,81.01,16,0,7.56,ML,1618710813
364,Mahur,25.1667,93.1167,77.56,43,1,1.5,IN,1618710814
365,Benidorm,38.5382,-0.131,54.0,81,75,6.55,ES,1618710814
366,Caraquet,47.7941,-64.9386,33.8,93,100,5.75,CA,1618710814
367,Kalmunai,7.4167,81.8167,80.08,78,100,5.12,LK,1618710815
368,Santa Maria,-29.6842,-53.8069,68.0,83,0,4.61,BR,1618710815
369,Imeni Babushkina,59.7573,43.1285,33.93,89,19,4.92,RU,1618710815
370,Phetchaburi,12.9667,99.5833,91.0,62,39,1.9,TH,1618710816
372,Glace Bay,46.1969,-59.957,37.0,100,90,18.41,CA,1618710737
373,Aktash,50.3,87.7333,27.73,72,39,3.11,RU,1618710817
374,Esim,4.8699,-2.2405,80.15,82,100,7.09,GH,1618710817
375,Saraland,30.8207,-88.0706,64.4,94,75,1.66,US,1618710817
376,Lüderitz,-26.6481,15.1594,77.11,39,6,6.33,NA,1618710817
377,Mbandaka,0.0487,18.2603,70.81,94,99,0.92,CD,1618710818
378,Bandarbeyla,9.4942,50.8122,79.38,81,26,2.39,SO,1618710818
379,Mikkeli,61.6886,27.2723,32.0,93,0,1.14,FI,1618710818
380,Upernavik,72.7868,-56.1549,4.26,87,100,7.61,GL,1618710819
381,Palmares do Sul,-30.2578,-50.5097,68.65,86,100,3.87,BR,1618710819
382,Port-Gentil,-0.7193,8.7815,82.81,75,100,4.16,GA,1618710819
383,Krasnyy Chikoy,50.3643,108.7512,36.21,63,100,10.63,RU,1618710820
384,Sicamous,50.8331,-118.9856,68.0,40,10,2.3,CA,1618710820
385,Morondava,-20.2833,44.2833,68.27,56,0,10.96,MG,1618710820
386,Wanning,18.8003,110.3967,81.05,72,49,6.85,CN,1618710821
387,Ucluelet,48.9329,-125.5528,60.8,55,1,5.75,CA,1618710559
388,Bom Jesus da Lapa,-13.255,-43.4181,78.48,45,100,4.94,BR,1618710821
389,Zeya,53.75,127.2667,46.71,51,98,9.8,RU,1618710822
390,Saint-Joseph,-21.3667,55.6167,73.4,88,75,12.66,RE,1618710645
391,Miyako,39.6367,141.9525,55.29,62,38,15.32,JP,1618710822
392,Kharp,66.8014,65.8081,0.82,90,23,5.64,RU,1618710822
393,Inta,66.0317,60.1659,4.3,83,10,7.83,RU,1618710823
394,Daru,-9.0763,143.2092,83.84,72,88,5.64,PG,1618710823
395,Puerto Baquerizo Moreno,-0.9,-89.6,76.6,88,56,3.78,EC,1618710757
396,Bose,45.4612,8.0137,46.0,70,99,2.42,IT,1618710823
397,Gaza,31.5,34.4667,62.6,72,0,5.75,PS,1618710824
398,Necochea,-38.5473,-58.7368,61.0,94,71,11.23,AR,1618710824
399,Eureka,40.8021,-124.1637,57.0,93,90,4.61,US,1618710595
400,Cootamundra,-34.65,148.0333,64.99,48,0,3.0,AU,1618710824
401,Imbituba,-28.24,-48.6703,69.8,88,75,5.75,BR,1618710825
402,Sept-Îles,50.2001,-66.3821,32.0,80,8,4.61,CA,1618710662
403,Pisco,-13.7,-76.2167,68.0,83,0,13.8,PE,1618710825
404,Namatanai,-3.6667,152.4333,85.17,69,83,14.47,PG,1618710826
405,Buin,-33.7333,-70.75,66.0,87,0,9.22,CL,1618710826
406,Korsakovo,53.2677,37.3569,38.23,92,61,1.39,RU,1618710826
407,Huanren,41.2647,125.3667,51.48,45,17,3.83,CN,1618710827
408,Gizo Government Station,-8.103,156.8419,84.2,72,100,3.87,SB,1618710827
409,Mayskiy,47.6931,40.1025,41.0,81,0,2.24,RU,1618710827
410,Campbell River,50.0163,-125.2446,75.2,23,1,4.61,CA,1618710600
411,Porto-Novo,6.4965,2.6036,84.2,84,40,10.36,BJ,1618710828
412,Havelock,34.8791,-76.9013,61.0,72,1,2.95,US,1618710828
413,Langsa,4.4683,97.9683,82.85,73,100,2.21,ID,1618710602
414,Majene,-3.5403,118.9707,84.54,67,80,4.9,ID,1618710828
415,Comodoro Rivadavia,-45.8667,-67.5,53.6,82,0,7.38,AR,1618710829
416,Oranjestad,12.524,-70.027,80.6,83,20,23.02,AW,1618710703
417,Carutapera,-1.195,-46.02,76.14,90,95,6.15,BR,1618710829
418,Linjiang,41.8069,126.9078,50.7,39,61,4.36,CN,1618710829
419,Samarai,-10.6167,150.6667,84.47,73,84,12.57,PG,1618710830
420,Hirara,24.8,125.2833,71.6,53,20,20.71,JP,1618710830
421,Taloqan,36.7361,69.5345,58.35,59,94,5.73,AF,1618710830
422,Erenhot,43.6475,111.9767,56.07,14,0,19.86,CN,1618710830
423,Salmo,49.1999,-117.2689,68.0,32,16,5.75,CA,1618710831
424,Tall Kayf,37.0833,41.0667,55.4,71,0,4.07,TR,1618710831
425,Niksar,40.5917,36.9517,62.02,67,100,7.61,TR,1618710831
427,Wattegama,6.7989,81.4808,77.0,100,40,4.61,LK,1618710832
428,Mehamn,71.0357,27.8492,34.34,80,57,11.59,NO,1618710832
429,Kahului,20.8947,-156.47,78.8,65,40,13.8,US,1618710833
430,Khāsh,28.2211,61.2158,65.98,21,100,6.02,IR,1618710729
431,São Paulo de Olivença,-3.3783,-68.8725,72.86,98,98,1.74,BR,1618710833
432,Yarim,14.298,44.3779,54.95,49,6,2.46,YE,1618710833
433,Coahuayana Viejo,18.7333,-103.6833,70.59,73,0,1.63,MX,1618710834
434,Natal,-5.795,-35.2094,77.0,94,75,6.91,BR,1618710705
435,Malbork,54.0359,19.0266,44.01,84,100,5.66,PL,1618710730
436,Black River,18.0264,-77.8487,82.4,78,20,2.3,JM,1618710834
437,Ilo,-17.6394,-71.3375,67.23,80,66,2.26,PE,1618710835
438,Knysna,-34.0363,23.0471,57.2,67,0,4.61,ZA,1618710835
439,Marawi,7.9986,124.2928,82.0,79,100,5.99,PH,1618710835
440,Labytnangi,66.6572,66.4183,-2.76,89,14,4.83,RU,1618710836
441,Novy Urengoy,66.0833,76.6333,-2.16,97,95,10.02,RU,1618710836
442,Mogoytuy,51.2833,114.9167,53.73,30,100,19.53,RU,1618710836
443,Ýpsonas,34.6884,32.9574,66.2,55,0,2.3,CY,1618710837
444,El Batey,19.7667,-70.5167,77.0,88,20,7.29,DO,1618710837
445,Punta Alta,-38.8759,-62.0736,67.41,82,100,6.11,AR,1618710837
446,Sabang,5.8933,95.3214,83.21,72,100,9.15,ID,1618710838
447,Balkhash,46.844,74.9804,48.2,66,0,17.9,KZ,1618710838
449,Kloulklubed,7.0419,134.2556,82.4,78,90,16.11,PW,1618710839
450,Vanavara,60.34,102.2797,20.79,69,68,8.9,RU,1618710839
451,Honningsvåg,70.9821,25.9704,35.73,79,77,18.54,NO,1618710839
452,Molochnoye,59.2917,39.6787,36.79,81,100,6.15,RU,1618710840
453,Obsharovka,53.125,48.8531,47.62,67,88,8.3,RU,1618710840
454,Nizhnevartovsk,60.9344,76.5531,8.6,78,20,6.71,RU,1618710840
455,Impfondo,1.6381,18.0667,73.81,81,100,1.7,CG,1618710841
456,Boguchany,58.3814,97.4531,25.18,66,70,9.08,RU,1618710841
457,Rodrigues Alves,-7.738,-72.6509,72.82,98,100,2.77,BR,1618710841
458,Isangel,-19.55,169.2667,82.4,78,75,9.22,VU,1618710841
459,Ukiah,39.1502,-123.2078,78.8,17,1,10.36,US,1618710842
460,Magnor,59.9511,12.1996,33.01,93,25,5.75,SE,1618710842
461,Nuuk,64.1835,-51.7216,14.0,52,0,12.66,GL,1618710842
462,Hervey Bay,-25.2986,152.8535,77.0,67,28,5.99,AU,1618710843
463,Altamont,42.2068,-121.7372,66.2,15,1,5.75,US,1618710843
464,Curaçá,-8.9903,-39.9094,76.12,66,57,11.21,BR,1618710843
465,Arkansas City,37.062,-97.0384,51.8,76,90,4.61,US,1618710601
466,Port Hedland,-20.3167,118.5667,87.8,22,0,20.71,AU,1618710844
467,San Vicente,-26.6167,-54.1333,61.29,82,13,3.78,AR,1618710844
468,Zaliznychne,45.7489,28.6147,45.21,67,100,5.39,UA,1618710844
469,Pokhara,28.2333,83.9833,79.65,22,1,0.78,NP,1618710845
470,San Quintín,30.4833,-115.95,58.48,76,0,13.0,MX,1618710845
471,Juegang,32.3174,121.1855,59.04,48,50,3.27,CN,1618710845
472,Champotón,19.35,-90.7167,84.2,84,40,6.91,MX,1618710846
473,Fairbanks,64.8378,-147.7164,53.6,28,1,8.05,US,1618710569
474,Achinsk,56.2694,90.4993,27.95,81,100,11.14,RU,1618710846
475,Berlevåg,70.8578,29.0864,35.85,83,56,15.03,NO,1618710846
476,Hereford,52.0568,-2.7148,36.0,92,100,0.76,GB,1618710774
477,Lanzhou,36.0564,103.7922,48.2,31,0,2.24,CN,1618710847
478,Yamazakichō-nakabirose,35.0,134.55,46.4,87,75,8.05,JP,1618710847
479,Metro,-5.1131,105.3067,81.27,74,86,1.97,ID,1618710847
480,Kenai,60.5544,-151.2583,53.6,42,1,14.97,US,1618710848
481,Sørland,67.667,12.6934,41.54,71,97,10.8,NO,1618710848
482,Novoagansk,61.9449,76.6625,3.69,79,6,12.55,RU,1618710848
483,Vilyuysk,63.7553,121.6247,15.4,85,100,13.24,RU,1618710849
484,Palmer,42.1584,-72.3287,44.6,65,40,1.63,US,1618710849
485,Port Blair,11.6667,92.75,83.89,69,10,5.75,IN,1618710849
486,Zhytomyr,50.2649,28.6767,35.37,96,28,6.58,UA,1618710850
487,Muskegon,43.3,-86.1334,42.8,70,40,3.44,US,1618710850
488,Kikwit,-5.041,18.8162,69.53,95,100,2.21,CD,1618710788
489,Adrar,20.5022,-10.0711,71.2,22,0,10.31,MR,1618710850
490,Kalawit,8.0667,122.5167,83.7,76,100,13.44,PH,1618710851
491,Ambon City,-3.6954,128.1814,80.6,83,40,5.75,ID,1618710851
492,Kalmar,56.6616,16.3616,39.99,87,60,8.05,SE,1618710851
493,Baturaja,-4.1333,104.1667,79.59,81,97,2.91,ID,1618710852
494,Robe,-37.1833,139.75,61.56,74,100,9.89,AU,1618710852
495,Yenagoa,4.9247,6.2642,76.84,92,100,1.19,NG,1618710852
496,Bonthe,7.5264,-12.505,78.57,83,100,3.58,SL,1618710853
497,Vanimo,-2.6741,141.3028,86.14,62,94,5.32,PG,1618710853
498,Matagami,49.7502,-77.6328,41.0,70,90,4.61,CA,1618710853
499,Sechura,-5.5569,-80.8222,71.38,72,100,14.38,PE,1618710854
500,Kathu,7.9178,98.3332,89.01,83,20,2.3,TH,1618710765
501,Morant Bay,17.8815,-76.4093,82.4,69,20,23.02,JM,1618710854
502,Dezful,32.3811,48.4058,74.34,18,100,2.51,IR,1618710855
503,Mbinga,-10.9333,35.0167,66.2,94,75,2.3,TZ,1618710855
504,Hokitika,-42.7167,170.9667,54.95,81,100,3.22,NZ,1618710674
505,Sirte,31.2089,16.5887,62.76,86,100,9.48,LY,1618710856
506,Maneromango,-7.1988,38.7848,75.2,94,20,10.36,TZ,1618710856
507,Abu Samrah,35.3029,37.1841,65.88,41,71,0.87,SY,1618710856
508,Smithers,54.7804,-127.1743,71.6,23,20,8.05,CA,1618710857
509,Lipin Bor,60.2622,37.9763,33.06,89,29,6.67,RU,1618710857
510,Otukpo,7.1913,8.1329,76.44,87,100,6.82,NG,1618710857
511,Atasū,48.6814,71.6433,52.02,54,67,3.65,KZ,1618710857
512,Luganville,-15.5333,167.1667,84.94,70,82,7.34,VU,1618710691
513,Ponta Delgada,37.7333,-25.6667,62.6,94,75,6.91,PT,1618710858
514,Kralendijk,12.15,-68.2667,80.6,78,24,17.27,BQ,1618710858
515,Itamaracá,-7.7478,-34.8256,73.4,94,75,2.3,BR,1618710859
516,Yerofey Pavlovich,53.9667,121.9667,47.57,48,99,4.45,RU,1618710859
517,Mayor Pablo Lagerenza,-19.9309,-60.7718,75.43,77,43,3.24,PY,1618710859
518,Chake Chake,-5.2459,39.7666,77.86,87,100,13.42,TZ,1618710860
519,Dolisie,-4.1997,12.6739,72.21,97,100,2.44,CG,1618710860
520,Hobyo,5.3505,48.5268,82.81,69,21,10.11,SO,1618710860
521,Minsk,53.9,27.5667,46.4,76,0,8.95,BY,1618710860
522,Bree,51.1415,5.5969,39.0,87,64,3.44,BE,1618710861
523,Sainte-Savine,48.2964,4.0464,37.4,81,0,10.36,FR,1618710861
524,Ketchikan,55.3422,-131.6461,60.8,44,1,8.05,US,1618710861
525,Altamira,-3.2033,-52.2064,72.27,97,56,0.98,BR,1618710862
526,Barroso,-21.1869,-43.9758,59.67,87,100,2.82,BR,1618710862
527,Mel'nikovo,56.5558,84.085,33.01,53,100,11.99,RU,1618710862
528,Bolondrón,22.7633,-81.4469,80.6,65,1,4.61,CU,1618710863
529,Mount Hagen,-5.8581,144.2274,61.75,96,100,4.09,PG,1618710665
530,Cabedelo,-6.9811,-34.8339,73.4,100,0,5.75,BR,1618710863
531,Adoni,15.6333,77.2833,86.77,43,18,10.36,IN,1618710863
533,Vieste,41.8825,16.175,42.8,70,0,9.22,IT,1618710864
534,Río Gallegos,-51.6226,-69.2181,51.04,56,22,11.18,AR,1618710864
535,Hay River,60.8156,-115.7999,41.0,48,100,5.75,CA,1618710682
536,Wahiawā,21.5028,-158.0236,77.0,60,90,6.91,US,1618710865
537,Ramanathapuram,9.3833,78.8333,86.0,66,99,11.18,IN,1618710730
538,Volosovo,59.4333,29.4833,42.8,45,0,8.95,RU,1618710865
539,Potchefstroom,-26.7167,27.1,51.04,83,22,4.36,ZA,1618710866
540,Pogar,52.554,33.2591,40.8,94,100,9.17,RU,1618710866
541,Angoche,-16.2325,39.9086,74.89,64,99,15.64,MZ,1618710866
542,Sobolevo,54.4299,31.8996,44.06,83,59,13.06,RU,1618710866
543,Jensen Beach,27.2545,-80.2298,82.4,57,1,9.22,US,1618710867
544,Hofn,64.2539,-15.2082,44.98,99,100,12.44,IS,1618710867
546,Khovd,48.0056,91.6419,48.9,35,1,4.94,MN,1618710868
547,Mindelo,16.8901,-24.9804,69.8,73,20,24.16,CV,1618710868
548,Tabou,4.423,-7.3528,76.73,87,94,3.91,CI,1618710664
549,Tshane,-24.0196,21.8684,64.15,66,100,10.69,BW,1618710868
550,Sol'-Iletsk,51.1631,54.9918,51.62,76,1,0.85,RU,1618710869
551,San Rafael,-34.6177,-68.3301,68.18,63,68,2.44,AR,1618710869
